source,faq,text_type
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Could climate change be a good thing?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"A changing climate isn't inherently bad, and commentators who are sceptical about the risks posed by global warming often point to the benefits that higher temperatures could bring – such as longer growing seasons in cool countries and more efficient shipping routes through an ice-free Arctic. Even some of those who are concerned about climate change occasionally highlight opportunities that it presents, whether that's a boost to UK tourism or a shake-up of global politics.

Certainly it's true that a warmer world could benefit certain people, species, regions and industries – at least for a period. However, any such benefits need to be seen in the context of a number of serious and widespread negative consequences that scientists have warned the world to expect: things such as rising sea levels, an increase in the number of people exposed to devastating droughts and floods, and a potentially massive increase in extinction rates. That explains why world's most prestigious scientific bodies stated in 2009 that: ""It is essential that world leaders agree on the emission reductions needed to combat negative consequences of anthropogenic climate change"".
Of course, any comparison of specific positive and negative impacts is complicated by the fact that the effects of climate change will vary according to both location and time. For example, the science suggests that global agricultural productivity may increase during the first three degrees Celsius of warming, driven by gains in relatively wealthy high-latitude regions. During that time, however, productivity looks likely to fall in the poorer tropical areas, followed by a drop in global food production if the temperature warms by more than 3C – something that could be expected to put a huge strain on a world population expected to exceed nine billion by the end of the century.

This example reflects a few wider themes: that a positive benefits can give way to negative ones as the climate continues to warm; that some of the possible longer-term impacts are potentially catastrophic, compared to fairly insubstantial short-term benefits; and that the regions most exposed to the risks of climate change are very often the ones that are least responsible for causing them and least equipped to deal with them. This latter point explains why the most prominent groups campaigning on global poverty and equality see climate change as a major threat.

Ultimately, however, terms such as ""good"" and ""bad"" are subjective, so there can never be a single definitive answer to this question.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Which industries and activities emit the most carbon?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"""Carbon"" is shorthand for greenhouse gas emissions, including CO2, methane, nitrous oxide and F-gases. These gases are released by many different types of activity – not just the burning of fossil fuels, but also farming, deforestation and some industrial processes.

Global emissions can be allocated to human activities in various ways. One of the most granular analyses is this one from the World Resources Institute (WRI), which breaks down total global emissions from 2005 into the following headline sectors:

Energy
– Electricity & heat (24.9%)
– Industry (14.7%)
– Transportation (14.3%)
– Other fuel combustion (8.6%)
– Fugitive emissions (4%)
Agriculture (13.8%)
Land use change (12.2%)
Industrial processes (4.3%)
Waste (3.2%)

These sectors are then assigned to various end uses, giving the following results (nicely visualised here):

Road transport (10.5%)
Air transport (excluding additional warming impacts) (1.7% )
Other transport (2.5%)
Fuel and power for residential buildings (10.2%)
Fuel and power for commercial buildings (6.3%)
Unallocated fuel combustion (3.8%)
Iron and steel production (4%)
Aluminium and non-ferrous metals production (1.2%)
Machinery production (1%)
Pulp, paper and printing (1.1%)
Food and tobacco industries (1.0%)
Chemicals production (4.1%)
Cement production (5.0%)
Other industry (7.0%)
Transmission and distribution losses (2.2%)
Coal mining (1.3%)
Oil and gas production (6.4%)
Deforestation (11.3%)
Reforestation (-0.4%)
Harvest and land management (1.3%)
Agricultural energy use (1.4%)
Agricultural soils (5.2%)
Livestock and manure (5.4%)
Rice cultivation (1.5%)
Other cultivation (1.7%)
Landfill of waste (1.7%)
Wastewater and other waste (1.5%)

It should be stressed that there is a fair degree of uncertainty about the precise contribution of some activities, especially those which include biological processes such as land use change and agriculture. Indeed, the total contribution from deforestation is much lower in the data above than it was in the equivalent figures from 2000, due to a change in the underlying methodology – as described in the WRI's accompanying paper (pdf).

The other point to note is that emissions levels are permanently changing. Total global emissions are significantly higher now than they were in 2005, and the ratios between sectors will also have changed. But global datasets take a long time to compile, hence there is usually a multi-year lag before reliable figures are published.

The numbers provided above are broadly consistent with the 2004 data published in the latest UN IPCC report.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What are CO2e and global warming potential (GWP)?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"CO2e, or carbon dioxide equivalent, is a standard unit for measuring carbon footprints. The idea is to express the impact of each different greenhouse gas in terms of the amount of CO2 that would create the same amount of warming. That way, a carbon footprint consisting of lots of different greenhouse gases can be expressed as a single number.

For example, in 2009, the UK released 474 million tonnes of CO2. But if you include its emissions of methane, nitrous oxide and F-gases, the country's total emissions work out at 566 million tonnes of CO2e. In other words, those extra gases added the equivalent of 92 million extra tonnes of CO2.

Standard ratios are used to convert the various gases into equivalent amounts of CO2. These ratios are based on the so-called global warming potential (GWP) of each gas, which describes its total warming impact relative to CO2 over a set period – usually a hundred years. Over this time frame, according to the standard data, methane scores 25 (meaning that one tonne of methane will cause the same amount of warming as 25 tonnes of CO2), nitrous oxide comes in at 298 and some of the super-potent F-gases score more than 10,000.

The only wrinkle with all this is that 100 years is a fairly arbitrary time frame, and the ratios change significantly if a shorter or longer period is chosen. That's because some gases last much longer in the atmosphere than others. For instance, a tonne of CO2 emissions may warm the planet gently but over many centuries. A tonne of methane emissions, by contrast, creates a strong burst of warming over a much shorter period.

Relatively speaking, therefore, the impact of methane – and the strategic importance of tackling its sources, such as agriculture and landfill sites – depends on whether you're more interested in the next few decades or the next few centuries. Over a period of 20 years, methane's GWP rises to 72; over a period of 500 years, it falls to just 7.6.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What are 'outsourced emissions'?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"The standard way of measuring a nation's carbon footprint is to add up the greenhouse gas emitted each year within its borders, plus – in a more comprehensive analysis – a proportion of the emissions from the ships and planes bringing people and products into and out of the country.

This approach has the advantage of being methodologically simple, but it means that emissions caused in the process of manufacturing or growing an item are assigned to the country where that item is produced, rather than the country where it is consumed. This, many commentators argue, is unfair, because it allows rich countries to claim that they are reducing their emissions when in fact they're just ""outsourcing"" them – relying increasingly on emerging economies such as China for carbon-intensive manufacturing processes.

One 2009 study suggested that 50% of the rise in Chinese emissions are the result of manufacturing goods for foreign markets. And a number of reports have estimated that emissions cuts made in the UK and many other developed countries – including those cuts claimed as successes under the Kyoto protocol – are more than cancelled out by the rise in emissions embodied in imported goods.

One of the challenges with measuring national carbon footprints by ""consumption"" as opposed to ""production"" is that it would be difficult to track imported and exported emissions for the whole world with a high level of accuracy (the best international dataset, published in 2011, is available here). Even if perfect and up-to-date data were available, however, a question would remain about whether it would be correct to assign all the responsibility for manufacturing emissions to the consumer nations. Some commentators argue that the responsibility should in fact be shared, given that countries such as China benefit economically from their export industries.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Is there a scientific consensus on man-made climate change?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"Despite uncertainty about many of the details of climate change, there is a broad consensus among the world's most prestigious scientific bodies that the world is warming and that humans have played a significant role in creating that warming.

Various studies have attempted to ascertain the extent of this consensus. A survey of 928 peer-reviewed abstracts on the subject ""climate change"" published between 1993 and 2003 showed that not a single paper rejected the consensus position of man-made warming. Three-quarters of the papers reviewed implicitly or explicitly agreed with the consensus position; the other quarter were focused on analytical methods or historical climate change and made no comment either way.

Subsequent research has reached similar conclusions. A survey of 3,146 earth scientists asked the question: ""Do you think human activity is a significant contributing factor in changing mean global temperatures?"". More than 90% of respondents had PhDs, and 7% had master's degrees. Overall, 82% of the scientists answered yes, but the response rate differed markedly according to level of expertise in climate science. Of scientists who were non-climatologists or didn't publish research, 77% answered yes. By contrast, 97% of climatologists who actively publish research on climate change responded yes.

This overwhelming consensus among climate experts was confirmed by an independent study that surveyed all climate scientists who have publicly signed declarations supporting or rejecting the consensus position. It found that 97-98% of climate experts support the consensus. Moreover, the study found that the small number of scientists rejecting the consensus had published, on average, around half as many papers each as the large majority of scientists accepting the consensus position.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Is the sun causing global warming?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"Over the very long term, variations in Earth's orbit that shape where and when sunlight reaches the planet are the main cause of ice ages, but this doesn't apply to our current situation. It's true that the Sun has produced more sunspots in recent decades than it did in the early 1800s. However, this mainly reflects an increase in the ultraviolet range of sunlight, which is only a tiny part of the solar spectrum.
In fact, the total solar energy reaching Earth changes very little over time. Across the 11-year solar cycle, it varies by less than 0.1%, and even across the period since the little ice age chill of 1750, solar output climbed no more than about 0.12%, according to the 2007 report from the Intergovernmental Panel on Climate Change. Subsequent estimates by Judith Lean of the Naval Research Laboratory and others have pegged the solar contribution to 20th-century warming at 10% or less. And a recent analysis of solar trends suggests that – over the last few decades – the sun has actually contributed a slight cooling effect, rather than accounting for any of the observed warming.
There's still a question mark or two when it comes to ultraviolet radiation, where the lion's share of solar variability occurs. It's possible that UV rays interact with ozone in the stratosphere in a way that inhibits low-level cloud formation and thereby allows more sunlight to reach the earth, but there is no strong evidence to suggest that this is a significant factor in practice.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Can 'peak oil' help slow climate change?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"""Peak oil"" describes the point at which the production of petroleum reaches its final high-point and begins a terminal decline. Given that oil is a finite resource, everyone agrees that a peak is inevitable, but views differ about when it is likely to happen and what the impacts will be. Some experts argue that the peak is imminent and that, when markets finally wake up to this fact, the world will face severe economic consequences. Others – including many governments and energy companies – believe the peak to be decades away and argue that as oil becomes more expensive to extract, the market will naturally redirect investment towards alternative energy sources.

If those concerned about peak oil are proved correct, and a fall in oil production triggered a major economic down-swing, this would likely reduce the global rate of carbon emissions for a period, just as other recessions have done. But even a very severe global recession wouldn't reduce emissions sufficiently to ""solve"" climate change – and indeed the longer-term impact of the oil peak could be to accelerate rather than decelerate global warming. That's because falling availability of crude oil could boost the production of even more carbon-intensive alternatives such as oil extracted from tar sands or ""synfuel"" produced from coal.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"Will the Gulf Stream slow down, freezing the UK and northern Europe?",q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"The Gulf Stream and North Atlantic Drift – which are part of the Atlantic thermohaline circulation – bring warm water, and with it warm air, from the tropical Atlantic to northern Europe. This helps keep the UK several degrees warmer than it would otherwise be.

Although this system is unlikely to pack up entirely, the IPCC deems a slowdown of it ""very likely"" over the next century. The reason is that increasing rainfall and snow-melt across the Arctic and nearby land areas could send more freshwater into the north Atlantic, pinching off part of the warm current. The best guess from the most sophisticated computer models is that the circulation might slow by 10% to 50% over the next century, if greenhouse gas emissions continue unabated. If this happens, the expected climate warming might be nearly erased across the United Kingdom and diminished across many other parts of Europe. However, summers could still be warmer and more drought-prone across the UK and Europe than they are now.

In any case, the impacts would be much smaller – and would take much longer to play out – than the scenario dramatised in the film The Day After Tomorrow. Although evidence shows that the thermohaline circulation has ground to a halt more than once in climate history, it's believed that this process takes at least a few years to play out, and sometimes many decades, rather than the few days portrayed in the film.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Haven't we had 'global cooling' lately?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"The planet did cool slightly from the 1940s to the 1970s, mainly in the northern hemisphere and most likely a result of the post-war boom in industrial aerosol pollutants that bounce sunlight away from the Earth. Despite a flurry of 1970s media reports on an imminent ice age, there was never anything approaching a scientific consensus on the likelihood of further cooling, and it appears that greenhouse warming has long since eclipsed the mid-century cool spell.

After temperatures reached a new global high in 1998, the following decade saw smaller ups and downs. The absence of another show-stopping record led many sceptics and pundits to claim that global warming 'stopped' in 1998. In truth, however, nobody expects the global average temperature to rise smoothly from one year to the next. Just as any April in London, New York or Beijing will see a few cold snaps, we can expect long-term warming to be punctuated by periods of little rise in global temperature, or even slight cooling, that could last for a few years. As for record warm years, these will likely coincide with El Niño conditions, which occur as part of a natural cycle in the Pacific Ocean.

In early 2011, the World Meteorological Organization announced that 2010 was the joint hottest year on record, along with 1998 and 2005.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Will climate change cause wars?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"It's not hard to imagine international tensions bubbling over as the planet heats up, and defence planners have begun to pay more attention to the risk of climate-related conflicts.

One landmark assessment prepared for the Pentagon in 2003 considered a specific scenario for abrupt climate change in which conflicts over land and water use grow through the century. If the planet's ability to support its growing population were to drop abruptly, ""humanity would revert to its norm of constant battles for diminishing resources"", the report warned. The message was underscored in 2007 with another report in which a group of retired generals and admirals concluded that ""projected climate change poses a serious threat to America's national security"".

However, the issues are very complex. Scholars have long tussled over the question of how the environment intersects with social factors to breed war. Drought, in particular, is a perennial marker of conflict but the connection isn't a simple one. The horrific violence in Darfur, Sudan, for example, followed decades of strained relations between nomadic herders and farmers, coinciding with a sustained drop in rainfall from the 1970s onward. However, the dramatic onset of warfare in 2003 doesn't appear to be directly linked to short-term dryness.

As the world's subtropics heat up and dry out, many important regions – including parts of the southwest US and northern Mexico, and the nations ringing the Mediterranean – will see an intensifying risk of major drought, which may feed other sources of societal stress and international conflict. These same parts of the world could also be well suited for hosting mammoth solar farms to send energy across international lines – another potential wrinkle in the geopolitics of tomorrow.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What are the main types of carbon capture and storage technology?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"There are three main types of carbon capture and storage (CCS) technology that could eventually help reduce emissions from power stations and other industrial sites: pre-combustion, post-combustion and oxyfuel.

Post-combustion
In this method, CO2 is separated from the flue gas of the power station by bubbling the gas through an absorber column packed with liquid solvents (such as ammonia). In the most widely used system, once the chemicals in the absorber column become saturated, a stream of superheated steam at around 120C is passed through it. This releases the trapped CO2, which can then be transported for storage elsewhere.

More experimental techniques to scrub CO2 from flue gas without the two-step process include using seawater to absorb the gas and then returning the mixture back to the ocean for long-term storage. But, so far, these methods have proved less efficient and reliable.

Oxyfuel
When coal, oil or natural gas is burned in normal air, CO2 makes up around 3-15% of the waste gas – and separating it out is difficult and energy-intensive. An alternative method is to burn the fuel in pure oxygen. In this environment, virtually all the waste gas will be composed of CO2 and water vapour. The latter can be condensed out while the former can be piped or transported directly to a storage facility.

In the oxyfuel system, the challenge is separating large volumes of air into liquid oxygen, gaseous nitrogen, argon and other trace gases. This process can use up to 15% of the power produced at the station.

Pre-combustion
This method is normally applied to coal-gasification combined-cycle power plants. The coal is gasified to produce a synthetic gas made from carbon monoxide and hydrogen. The former is reacted with water to produce CO2, which is captured, and more hydrogen. The hydrogen can be diverted to a turbine where it can be burned to produce electricity. Alternatively, some of this gas can be bled off to feed hydrogen fuel cells for cars.

One disadvantage of the pre-combustion method is that it cannot be retro-fitted to the older pulverised coal power plants that make up much of the world's installed base of fossil fuel power. It could perhaps be used in natural gas stations, where a synthetic gas is first produced by reacting the methane with steam to produce carbon dioxide and hydrogen. But the economic advantage of this method over post-combustion is yet to be proven.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Will rising seas put cities such as New York and London under water?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"It may be only a matter of time. In its 2007 report, the IPCC projects that sea level will rise anywhere from 180mm to 590mm by 2090–2100. This range is smaller than in the IPCC's 2001 report, but it excludes some key uncertainties about how quickly warming will melt land-based ice. The last few years have seen glaciers accelerating their seaward flow in many spots along the margins of Greenland and West Antarctica. Computer models don't depict the dynamics behind this speed-up very well, so it's not explicitly included in the IPCC projection, but the report does note the added risk at hand. After considering new data on such melting, the US National Research Council estimated in 2010 that sea-level rise from all sources may total 500–1000mm (20–40in) by 2100 – though a report in 2011 suggested that the Greenland ice sheet may be safer than previously thought.

However big the rise turns out to be by 2100, sea level won't stop rising then, which means coastal areas will have to contend with an ever-worsening threat. If emissions continue to rise unabated through this century, the Greenland and/or West Antarctica ice sheets could be thrown into an unstoppable melting cycle that would raise sea level by more than seven metres each. This process would take some time to unfold – probably a few centuries, although nobody can pin it down at this point – but should it come to pass, many of the world's most beloved and historic cities would be hard-pressed to survive.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What is the Kyoto protocol and has it made any difference?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"The Kyoto protocol was the first agreement between nations to mandate country-by-country reductions in greenhouse-gas emissions. Kyoto emerged from the UN Framework Convention on Climate Change (UNFCCC), which was signed by nearly all nations at the 1992 mega-meeting popularly known as the Earth Summit. The framework pledges to stabilize greenhouse-gas concentrations ""at a level that would prevent dangerous anthropogenic interference with the climate system"". To put teeth into that pledge, a new treaty was needed, one with binding targets for greenhouse-gas reductions. That treaty was finalized in Kyoto, Japan, in 1997, after years of negotiations, and it went into force in 2005. Nearly all nations have now ratified the treaty, with the notable exception of the United States. Developing countries, including China and India, weren't mandated to reduce emissions, given that they'd contributed a relatively small share of the current century-plus build-up of CO2.

Under Kyoto, industrialised nations pledged to cut their yearly emissions of carbon, as measured in six greenhouse gases, by varying amounts, averaging 5.2%, by 2012 as compared to 1990. That equates to a 29% cut in the values that would have otherwise occurred. However, the protocol didn't become international law until more than halfway through the 1990–2012 period. By that point, global emissions had risen substantially. Some countries and regions, including the European Union, were on track by 2011 to meet or exceed their Kyoto goals, but other large nations were falling woefully short. And the two biggest emitters of all – the United States and China – churned out more than enough extra greenhouse gas to erase all the reductions made by other countries during the Kyoto period. Worldwide, emissions soared by nearly 40% from 1990 to 2009, according to the Netherlands Environmental Assessment Agency.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What is carbon capture and storage?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"Carbon capture and storage, also known as CCS or carbon sequestration, describes a family of technologies designed to tackle global warming by capturing CO2 – at power stations, industrial sites or even directly from the air – and permanently storing it underground.

Some experts believe that the world has little chance of reducing carbon emissions in line with scientific advice unless CCS technology becomes widely deployed in existing and future fossil-fuel power stations. By contrast, some campaigners argue that CCS may never be economic on a large scale and that its advocates may be slowing down the shift to renewable energy by holding out an unrealistic promise of ""clean coal"".

There are at least three different types of CCS system suitable for deployment in power stations: post-combustion, pre-combustion and oxyfuel. Most of the technologies involved have been proven in other contexts, but so far the various stages of CCS power generation have only been connected together at small-scale pilot projects such as a 12MW plant at Schwarze Pumpe in northern Germany.

Experts have divergent views on the economic and technical feasibility of commercial-scale CCS, but everyone agrees that it won't be cheap: up to 40% of a power station's energy could end up being used to run the CCS scrubbing and transport systems, and estimates for retro-fitting Britain's aged power stations are as high as £1bn each.

Once the CO2 has been captured, it needs to be liquefied, transported – sometimes for several hundred miles – and buried, either in suitable geological formations, deep underground saline aquifers or disused oil fields. The last method is often used in a process called ""enhanced oil recovery"", where CO2 is pumped into an oil field to force out the remaining pockets of oil that would otherwise prove difficult to extract.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,Are hurricanes getting worse because of global warming?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"There's tremendous variation in hurricane activity over time and from place to place. Various studies published since 2005 indicate that the number and/or strength of hurricanes have increased in various regions, especially since the 1970s. However, it's likely that some hurricanes at sea went unnoticed in the days before satellites and hurricane-hunter aircraft, and that complicates the assessment. There's no doubt, though, that hurricane activity has stepped up since the mid-1990s in the North Atlantic, where ocean temperatures have risen through long-term warming and an apparent multidecadal cycle in Atlantic currents. The tropics are part of a global trend toward ocean warming that goes hand in hand with atmospheric warming, and warm oceans provide the energy to drive hurricanes. As for the future, computer models tend to point towards fewer hurricanes overall (for reasons that aren't yet firmed up) but a general strengthening of winds and rainfall in the hurricanes that do form.

Trends aside, a catastrophic storm can strike in any year, and it's impossible to tie any single hurricane or other weather event directly to global warming. Take Hurricane Katrina, which ravaged New Orleans in 2005. Several hurricanes of comparable strength have been observed across the Atlantic over the past century. And the horrific damage caused to the city was the result not only of Katrina's strength but also the storm's track, the weakness of levees and many other factors. That said, the waters of the Gulf of Mexico that fuelled Katrina were at near-record warmth at the time.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,When did we discover man-made climate change?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"Early in the 20th century, the prevailing notion was that people could alter climates locally (for instance, by cutting down forests and ploughing virgin fields) but not globally. Of course, the ice ages and other wrenching climate shifts of the past were topics of research. But few considered them an immediate threat, and hardly anyone thought humans could trigger worldwide climate change. A few pioneering thinkers – such as Swedish chemist Svante Arrhenius in the 1890s – had already seen the potential global impact of fossil-fuel use, but their views were typically dismissed by colleagues.

Starting in 1958, precise measurements of carbon dioxide confirmed its steady increase in the atmosphere. The first computer models of global climate in the 1960s, and more complex ones thereafter, supported the idea floated by mavericks decades before: that the addition of greenhouse gases would indeed warm the climate. Finally, global temperature itself began to rise sharply in the 1980s, which helped raise the issue's profile among the media and the public as well as scientists.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What is the carbon cycle?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"Just as the ""water cycle"" describes the transfer of water molecules between rivers, oceans, land and the atmosphere, the ""carbon cycle"" refers to the flow of carbon through different parts of the Earth system – including the air and the bodies of plants and animals.

The carbon cycle is a natural and integral part of life on Earth. A single carbon atom stored in a blade of grass may shift to the body of an animal that eats the grass. When the animal dies, its body might rot, and the carbon atom could join with oxygen to form CO2 in the air. From there it might be taken in by a tree in the process of photosynthesis and used as a building block in a branch or trunk, or absorbed by the ocean. And so on.

Although the basic flows of the carbon cycle haven't significantly changed, in the last century or so humans have increased the amount of CO2 in the air by taking carbon that has been locked up in the ground for millions of years – in the form of oil, coal and gas – and releasing it into the atmosphere by burning those fuels. There is strong evidence that this has led to global warming.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What are the main man-made greenhouse gases?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"The strength of the Earth's greenhouse effect is determined by the concentration in the atmosphere of a handful of greenhouse gases. The one that causes the most warming overall is water vapour – though human activity affects its level in the atmosphere indirectly rather than directly.

The greenhouse gases that humans do emit directly in significant quantities are:

 Carbon dioxide (CO2). Accounts for around three-quarters of the warming impact of current human greenhouse-gas emissions. The key source of CO2 is the burning of fossil fuels such as coal, oil and gas, though deforestation is also a very significant contributor.

Methane (CH4). Accounts for around 14% of the impact of current human greenhouse-gas emissions. Key sources include agriculture (especially livestock and rice fields), fossil fuel extraction and the decay of organic waste in landfill sites. Methane doesn't persist in the atmosphere as long as CO2, though its warming effect is much more potent for each gram of gas released.

Nitrous oxide (N2O). Accounts for around 8% of the warming impact of current human greenhouse-gas emissions. Key sources include agriculture (especially nitrogen-fertilised soils and livestock waste) and industrial processes. Nitrous oxide is even more potent per gram than methane.

Fluorinated gases (""F gases""). Account for around 1% of the warming impact of current human greenhouse-gas emissions. Key sources are industrial processes. F-gases are even more potent per gram than nitrous oxide.

Human activity also changes the planet's temperature in other ways. For example, vapour trails from planes, soot from fires and and tropospheric ozone created indirectly by local pollution all tend to increase warming. On the other hand, aerosol particles produced by some vehicles and industrial processes tend to bounce sunlight away from the earth, temporarily counteracting some of the warming caused by man-made greenhouse gases.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What is geoengineering?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"Geoengineering schemes are projects designed to tackle the effects of climate change directly, usually by removing CO2 from the air or limiting the amount of sunlight reaching the planet's surface. Although large-scale geoengineering is still at the concept stage, advocates claim that it may eventually become essential if the world wants to avoid the worst effects of climate change. Critics, by contrast, claim that geoengineering isn't realistic – and may be a distraction from reducing emissions.

The first category of scheme – those designed to remove CO2 from the air – include machines (sometimes called ""artificial trees"") that pull the gas from the atmosphere using plastic polymers. Other proposals seek to increase the amount of CO2 absorbed by the oceans – for example by adding large quantities of lime to the water.

Other related schemes – sometimes but not always described as geo-engineering – involve harnessing the capacity of trees and plants to absorb CO2 from the air. These include burning large quantities of wood in power plants with carbon-capture technology; making and burying large amounts of charcoal to lock carbon into the soils; and grazing cattle in a way designed to turn grasslands into giant carbon sinks.

In the second category – schemes designed to reduce the amount of sunlight reaching Earth – proposals include firing sulphate aerosols into the stratosphere to reflect sunlight back to space; using unmanned ships to increase above-ocean cloud cover by spraying sea water into the air; painting the world's roofs white to increase reflectivity; and even floating thousands of tiny mirrors in space between Earth and the sun.

Some geoengineering schemes, such as adding aerosols to the stratosphere, have attracted heavy criticism for their possible side effects. Even if these side-effects weren't severe, schemes that ""mask"" the temperature rise rather than removing the CO2 come with some serious disadvantages, such as the fact that they don't deal with CO2's other major impact: ocean acidification. Administering any such scheme would also raise obvious issues of geopolitics and global governance.

Other schemes, such as the machines designed to suck CO2 directly out of the air, are far less controversial, since all they aim to do is remove a pollutant that humans are adding to the air. The main challenges in this case are reducing manufacturing and running costs to make the devices commercially viable, and finding reliable and inexpensive ways to store the captured gas.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What is the economic cost of climate change?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"Economics and climate change are both complex subjects that contain significant areas of uncertainty – especially when it comes to making long-term predictions. Inevitably, therefore, it's impossible to accurately predict with any certainty the long-term economic costs of avoiding or coping with the impacts of climate change.

Part of the complexity stems from the number of factors involved. For example, the cost of reducing future emissions will depend on the prevailing prices of fossil fuels and alternative forms of energy – which in turn will depend on factors as diverse as depletion of energy reserves, economic growth, demographics, government incentives, cost of metals and technological progress.

Similarly, the cost of dealing with rising temperatures will depend – among many other things – on the sensitivity of the climate to greenhouse gases, the location and severity of regional climate impacts, and the mechanisms of climate feedback loops.

Even if there weren't any uncertainties, putting a price on climate policies would still raise some difficult methodological and philosophical questions. For instance, how should economists value ecosystems and the services they produce, or indeed human lives? And how should they value economic and social wellbeing today relative to economic and social wellbeing in the future? In other words, what discount rate should they apply?

Despite these complications, many economists have done work modelling the most likely economic costs and benefits of different approaches to dealing with climate change. The most prominent report published to date on this topic is the Stern Review, which concluded that the best way to protect the global economy in the long term was to act swiftly to reduce emissions in the near term.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,What is the Stern review?,q
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,"The Stern review on the economics of climate change is an influential report published in 2006. It was commissioned by Gordon Brown, then UK chancellor of the exchequer, and written by Sir Nicholas Stern, an expert in economics and development who had previously served as the chief economist at the World Bank, among many other roles.

Stern and his team set out to examine ""the economic impacts of climate change itself"" and ""the economics of stabilising greenhouse gases in the atmosphere"" – plus the policy challenges of creating a low-carbon economy and managing adaption to a changing climate. The report, which ran to many hundreds of pages, concluded that:

    ""The evidence shows that ignoring climate change will eventually damage economic growth. Our actions over the coming few decades could create risks of major disruption to economic and social activity, later in this century and in the next, on a scale similar to those associated with the great wars and the economic depression of the first half of the 20th century. And it will be difficult or impossible to reverse these changes. Tackling climate change is the pro-growth strategy for the longer term, and it can be done in a way that does not cap the aspirations for growth of rich or poor countries. The earlier effective action is taken, the less costly it will be.""

More specifically, the review warns that ignoring climate change could reduce global GDP by 20% by the end of the century, and that to avoid this risk the world should spend 1% of global GDP a year, starting immediately.

In 2008, however, Stern announced that his report had underestimated the speed and scale of some serious climate impacts and increased his recommendation for expenditure on emissions reductions to 2% of global GDP. Nonetheless, by Stern's analysis, ignoring climate change is still many times more expensive than fixing it.

We'll deal with some of the debate about Stern's approach to climate economics in future questions.",a
https://www.theguardian.com/environment/series/the-ultimate-climate-change-faq,How do trees and forests relate to climate change?,q
